    0.474066343800064800E+02    0.307999351688121661E-01   -0.256392370596114816E+01   -0.500740911297465008E+00   -0.515253789619616655E+05
    0.473406072616756006E+02    0.280443991168224244E-01   -0.255436389472885672E+01   -0.500805636757120531E+00   -0.515238458683762001E+05
    0.492223584189539309E+02    0.152441016624876302E-01   -0.257546734192959015E+01   -0.501722646329552990E+00   -0.515236116230447515E+05
    0.477982411434873740E+02    0.196124922820381173E-01   -0.257370526001105038E+01   -0.501134999981064588E+00   -0.515235161708796222E+05
    0.479601225051058719E+02    0.274831562352501682E-01   -0.255652117226880149E+01   -0.501083639113534929E+00   -0.515228462339913531E+05
    0.472720989339556183E+02    0.193390787457466719E-01   -0.256759867954324106E+01   -0.500811838778998819E+00   -0.515225829458028747E+05
    0.495631849051371063E+02    0.403383322934861982E-01   -0.255169199525690926E+01   -0.500635936692482630E+00   -0.515200102113658941E+05
    0.477021522158728359E+02    0.263325837065821744E-01   -0.257069142084761859E+01   -0.500527504480118068E+00   -0.515224936737279713E+05
    0.498297072927173019E+02    0.250020165640041855E-01   -0.256550352166076001E+01   -0.501360288879990623E+00   -0.515223314484342409E+05
    0.476358612411396507E+02    0.186256545350479384E-01   -0.256329084473444224E+01   -0.501120750004514726E+00   -0.515222797614314186E+05
    0.467993455196971766E+02    0.150254428083180496E-01   -0.256880097858099443E+01   -0.500655348204157580E+00   -0.515222097236696791E+05
    0.475301156975002712E+02    0.268531832241389427E-01   -0.257718671545702716E+01   -0.500033844973728048E+00   -0.515221749618711474E+05
    0.501272208763287210E+02    0.252046224033920831E-01   -0.256348012750495435E+01   -0.501373885495520533E+00   -0.515221222439170815E+05
    0.467324740849369888E+02    0.228569162492564676E-01   -0.256587579729364723E+01   -0.500111998427305249E+00   -0.515220316747150282E+05
    0.486434040966789212E+02    0.199997511561318328E-01   -0.255835566173705820E+01   -0.501843758917800642E+00   -0.515219773384614527E+05
    0.481550911620028472E+02    0.151774643165049870E-01   -0.258607627121471140E+01   -0.500681413608840220E+00   -0.515219372333285501E+05
    0.472314960417322993E+02    0.192470808435077773E-01   -0.256160392228214073E+01   -0.500742996743930302E+00   -0.515218562144874813E+05
    0.468873950262719887E+02    0.210956419870092886E-01   -0.256818683764101419E+01   -0.500296684563566796E+00   -0.515217082598477209E+05
    0.488347326397222830E+02    0.223655018141357201E-01   -0.256473577139977627E+01   -0.501427942098940260E+00   -0.515216206039736498E+05
    0.462870907501289537E+02    0.114769726521509116E-01   -0.256723646778677406E+01   -0.500272395302296058E+00   -0.515214759662832294E+05
    0.480264066017561149E+02    0.170335639478024527E-01   -0.258738811327295171E+01   -0.500325725714640512E+00   -0.515213905276152436E+05
    0.478409872677130821E+02    0.250386020945533756E-01   -0.255614205995329380E+01   -0.500900557727489648E+00   -0.515213262739851489E+05
    0.482127206014939418E+02    0.232737592680178629E-01   -0.258090821686554195E+01   -0.500180841398345066E+00   -0.515211125747269325E+05
    0.473320493337416082E+02    0.166358712958933445E-01   -0.258195033930695006E+01   -0.500396748563735727E+00   -0.515210258717222314E+05
    0.482718133556356790E+02    0.206442752956232274E-01   -0.257993749037611098E+01   -0.500467222348703888E+00   -0.515209896844620598E+05
    0.473011349164882660E+02    0.113039174831581265E-01   -0.257668767054747949E+01   -0.500940422372149641E+00   -0.515209800677980311E+05
    0.474478475607612040E+02    0.161633014335048064E-01   -0.257386644617564730E+01   -0.500782068190411600E+00   -0.515209797067674881E+05
    0.482369851524085007E+02    0.210543048128053745E-01   -0.256706393028953261E+01   -0.501057038117010300E+00   -0.515209113043972029E+05
    0.471772021715147289E+02    0.180642396635854012E-01   -0.256269830515559471E+01   -0.500597433844282236E+00   -0.515208585475236177E+05
    0.479498166018774086E+02    0.274898699483941238E-01   -0.255278391697771623E+01   -0.500810242661194227E+00   -0.515207572832771402E+05
    0.477286838576658710E+02    0.197141703895307267E-01   -0.258457068243247834E+01   -0.500055572910258928E+00   -0.515207443702706078E+05
    0.484263918936987352E+02    0.209790641693876068E-01   -0.257954298867100995E+01   -0.500449197994955242E+00   -0.515207161695869872E+05
    0.485419671387879532E+02    0.239535051598824510E-01   -0.258172773094988584E+01   -0.500069418100390628E+00   -0.515207144135567141E+05
    0.480835580223594619E+02    0.223004225441737758E-01   -0.257995848842602360E+01   -0.500204544493889181E+00   -0.515206159533944738E+05
    0.477591970332183280E+02    0.274760150951107000E-01   -0.255839361125168718E+01   -0.500515524193354544E+00   -0.515206115935207999E+05
    0.487612265516064483E+02    0.190981983564977829E-01   -0.257015948595237376E+01   -0.501228678486943302E+00   -0.515205773594821803E+05
    0.471521639824216408E+02    0.110844108863156401E-01   -0.257125729905643663E+01   -0.500846447526622107E+00   -0.515205749870927830E+05
    0.468008048059023594E+02    0.114204613176674963E-01   -0.256308121925181087E+01   -0.500609845537411946E+00   -0.515205338615636938E+05
    0.476448119436078912E+02    0.140210687322890864E-01   -0.256713716449534335E+01   -0.501061103792379114E+00   -0.515204851738447906E+05
    0.467835493273749066E+02    0.163538143974239214E-01   -0.256055590646163633E+01   -0.500314381873308456E+00   -0.515204823009264728E+05
