

    0.260142565807120331E-03    0.110613575627834769E+06    0.270100695146943970E+02    0.189425106979970075E-02   -0.172288498594364503E+01   -0.501835735634452718E+00
    0.260012754448644566E-03    0.110613575531394774E+06    0.264326274033064976E+02    0.579370791772368908E-02   -0.173118024306459883E+01   -0.501277597495422889E+00
    0.259975945875019494E-03    0.110613574719853059E+06    0.280135271423173080E+02    0.468548286971411012E-02   -0.173069416341265203E+01   -0.500010422529070908E+00
    0.259850912554725525E-03    0.110613574587277442E+06    0.265677911179583823E+02    0.110461498847446195E-01   -0.171699390514030559E+01   -0.500115543422362752E+00
    0.259713568087410079E-03    0.110613574549968223E+06    0.278775164615083142E+02    0.458254735775177023E-02   -0.172762906512327619E+01   -0.500135295858485485E+00
    0.259581843838734667E-03    0.110613574469915751E+06    0.275203573910590080E+02    0.593563977645448874E-02   -0.172117254962261046E+01   -0.500027044975237089E+00
    0.259868414960487154E-03    0.110613571168498587E+06    0.279490520333913857E+02    0.350448908639015020E-02   -0.173104720966899461E+01   -0.500364607317890453E+00
    0.259871557259528459E-03    0.110613570049624221E+06    0.280325699696362065E+02    0.252742274495496976E-02   -0.173029498960229433E+01   -0.500501053931162510E+00
    0.259806704223718848E-03    0.110613569454111828E+06    0.272693407592108557E+02    0.292922049084697348E-02   -0.172494112732388705E+01   -0.501226561773918000E+00
    0.259904664832766405E-03    0.110613567605459437E+06    0.279184903024178013E+02    0.258069938564746719E-02   -0.173132890001153683E+01   -0.500595210178073291E+00
    0.259961888548394218E-03    0.110613566070473258E+06    0.270394864510281643E+02    0.714176734169471618E-02   -0.173289868526147539E+01   -0.500173907558529418E+00
    0.260201583554136814E-03    0.110613563132554104E+06    0.267279959814507819E+02    0.103750101806190723E-01   -0.172139262161952344E+01   -0.500167188053787459E+00
    0.260064181899059355E-03    0.110613563094259269E+06    0.269191761358411306E+02    0.391803970531099353E-02   -0.173065399296008238E+01   -0.501263026633526287E+00
    0.260015161221167977E-03    0.110613562376593138E+06    0.279813312009399127E+02    0.224562083958607757E-02   -0.172825603209596190E+01   -0.500570061663043298E+00
    0.259881713907236767E-03    0.110613562308623819E+06    0.265437713586674349E+02    0.693620174059065512E-02   -0.172596419845239524E+01   -0.501238594555333705E+00
    0.259987377829015785E-03    0.110613560400928996E+06    0.274482418358333788E+02    0.523058327287601391E-02   -0.173439049533305822E+01   -0.500212278250146358E+00
    0.259849522078894261E-03    0.110613560366999824E+06    0.265267294805364884E+02    0.277318754431821711E-02   -0.173487739570098776E+01   -0.501534662506520235E+00
    0.259761773609747722E-03    0.110613559947802249E+06    0.275320069778952536E+02    0.434378592034119927E-02   -0.171993284264691759E+01   -0.500247539989892243E+00
    0.259860645006709172E-03    0.110613558092009625E+06    0.272423855704815523E+02    0.263294450353350690E-02   -0.172191706869809069E+01   -0.501324017365647467E+00
    0.259769375433870975E-03    0.110613557699892408E+06    0.269457068050030415E+02    0.224783861476149632E-02   -0.173015489290272795E+01   -0.501651068245966503E+00
    0.259665241395705577E-03    0.110613557407104614E+06    0.278710310512220545E+02    0.439264073932786256E-02   -0.173215069472922445E+01   -0.500195503170173694E+00
    0.259561773914348680E-03    0.110613557109502464E+06    0.271619631236321126E+02    0.340304072129232488E-02   -0.173255076932106888E+01   -0.500966502314378559E+00
    0.259488203186717553E-03    0.110613556581776211E+06    0.281059556788909539E+02    0.245335807447489467E-02   -0.172526333012992561E+01   -0.500283833457315197E+00
    0.259364161807684322E-03    0.110613556443360430E+06    0.274703400549402801E+02    0.392497001826310702E-02   -0.171976433377259208E+01   -0.500484212011832241E+00
    0.259246607542812531E-03    0.110613556255355565E+06    0.269977369094653739E+02    0.911986515743147541E-02   -0.172381956574786765E+01   -0.500073885189551426E+00
    0.259159451479449383E-03    0.110613555833157458E+06    0.280510465848712300E+02    0.320322048149735729E-02   -0.172974464314979248E+01   -0.500297858830510478E+00
    0.259113031380340218E-03    0.110613555096734606E+06    0.271911400834902466E+02    0.307569092171344066E-02   -0.172028128454331175E+01   -0.501324186236883573E+00
    0.258984426644198675E-03    0.110613554994943843E+06    0.266354668556491383E+02    0.625540867095503595E-02   -0.172277182641492477E+01   -0.501312137308462802E+00
    0.259123728878680331E-03    0.110613552824784681E+06    0.265641110176310526E+02    0.822105744095399070E-02   -0.172403725838631416E+01   -0.500910212821304324E+00
    0.259086345434373277E-03    0.110613552018652161E+06    0.267330720454360531E+02    0.890210606584269752E-02   -0.171598521355820854E+01   -0.500127956681932773E+00
    0.258981283019890489E-03    0.110613551735148285E+06    0.268604511500797685E+02    0.101307617052177352E-01   -0.172136911381491231E+01   -0.500025403493309373E+00
