

    0.488281249999984387E-03   -0.000000000000000000E+00    0.160140831851808398E-04    0.556374805466995781E+02    0.126030949956489979E+01   -0.122971109712697269E+01   -0.831948501424226272E+00
    0.488281249999984387E-03   -0.000000000000000000E+00    0.844560772554730446E-05    0.579682705033397525E+02    0.115391581421854728E+01   -0.101941720495018506E+01   -0.112662105197392437E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.188089912957494354E-04    0.571510035853008205E+02    0.120125789739335653E+01   -0.127346381817897503E+01   -0.114979986194275741E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.148303567377138866E-04    0.574677029295551804E+02    0.106771616186206608E+01   -0.114085587158284341E+01   -0.115388945045515290E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.179007622937790316E-04    0.610546365053924092E+02    0.127502411495517753E+01   -0.118128892392824336E+01   -0.124695413076330963E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.132918493340412573E-04    0.546861754589327944E+02    0.133094856117086180E+01   -0.131120148207318166E+01   -0.106686166478965294E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.114566917831750625E-04    0.507572006468464068E+02    0.124616520111491935E+01   -0.131758804640358651E+01   -0.113162007047034985E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.130533904891672110E-04    0.519956173598726110E+02    0.126130560925135726E+01   -0.143850351254597575E+01   -0.105152066159657442E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.176320837161923476E-04    0.498300446960743528E+02    0.128891204371670520E+01   -0.123132676538305175E+01   -0.110127526780504414E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.194860160281712518E-04    0.587543455593016404E+02    0.118432781660567921E+01   -0.120790388306540342E+01   -0.990445698958512200E+00
    0.488281249999984387E-03   -0.000000000000000000E+00    0.256933803190561852E-04    0.583800191599253893E+02    0.124813110839432628E+01   -0.120344151244414022E+01   -0.123442068641626079E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.248274002092581400E-04    0.622688391329077859E+02    0.103098265582331616E+01   -0.109219764431214572E+01   -0.131709014038952921E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.319300998414253436E-04    0.587082631489625228E+02    0.114050768138063852E+01   -0.110228505533864185E+01   -0.135860866978597450E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.284967707684612250E-04    0.633745045990461193E+02    0.111113606558497713E+01   -0.113753164294485654E+01   -0.106049438583264566E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.197644811079654909E-04    0.638916540676437137E+02    0.117182936818103167E+01   -0.106251295952498048E+01   -0.123032038734635596E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.206232234745464129E-04    0.656804441626329378E+02    0.127412960339803960E+01   -0.113563330737241253E+01   -0.138520656874261183E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.221630024211683593E-04    0.559966470471670306E+02    0.126370891928776374E+01   -0.113744394180635977E+01   -0.134462684625974171E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.282845710509736779E-04    0.533955665044107732E+02    0.121006091845797492E+01   -0.119571687251258907E+01   -0.105805940444221047E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.415599922839366993E-04    0.625957090809847330E+02    0.136340477511180258E+01   -0.134783712414357137E+01   -0.122841530984768577E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.380982903840331239E-04    0.586998553875494977E+02    0.113753027933141881E+01   -0.103745223563981104E+01   -0.115544094676730613E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.361300516800986378E-04    0.605467777465160424E+02    0.120717979560070798E+01   -0.127437070942611697E+01   -0.132606740602068918E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.426475904011815437E-04    0.605049130562426427E+02    0.119711984440995245E+01   -0.100423954392077674E+01   -0.116960137359359084E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.358313871533268700E-04    0.582638089664850654E+02    0.122683707915352702E+01   -0.120314144359645514E+01   -0.115897432911636300E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.390283769394501523E-04    0.533701386121578452E+02    0.123772064757635092E+01   -0.119660779960262964E+01   -0.120847278889676479E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.371075562812786725E-04    0.504599601717047719E+02    0.123397685031979187E+01   -0.138246567622838246E+01   -0.112308880388784793E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.434556150028819437E-04    0.508407941170877677E+02    0.121800013497579029E+01   -0.120886732155258692E+01   -0.980589289802672681E+00
    0.488281249999984387E-03   -0.000000000000000000E+00    0.427382699859620908E-04    0.557197206347633909E+02    0.137259411595574243E+01   -0.134130942291433053E+01   -0.137358471614637123E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.419622407631265875E-04    0.628164567926145097E+02    0.134276071506859940E+01   -0.138468817204602934E+01   -0.135742546899604699E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.414861228071932296E-04    0.649048538277878748E+02    0.129583371963066085E+01   -0.126686052029109453E+01   -0.123455568299345231E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.407623600760881617E-04    0.543323176115615283E+02    0.127554174253720842E+01   -0.128736323949958531E+01   -0.115245444502856853E+01
    0.488281249999984387E-03   -0.000000000000000000E+00    0.430581160293203545E-04    0.570641279900591911E+02    0.130922080310199740E+01   -0.121413183799706670E+01   -0.131056365140178377E+01
