    0.545670475899219980E+02    0.612366746544435771E-02   -0.181119678319751776E+01   -0.500657307762598425E+00   -0.153943176668145315E+06
    0.546038032758366825E+02    0.141214685286898713E-01   -0.181681207412983214E+01   -0.500001582195015892E+00   -0.153940111827253917E+06
    0.549458909674509925E+02    0.356947674859891748E-02   -0.181275773751048375E+01   -0.500535547261551805E+00   -0.153939585820573033E+06
    0.560219041979100041E+02    0.446842944926577595E-02   -0.181637476223425165E+01   -0.500107529817588770E+00   -0.153939340551898902E+06
    0.545376573642868578E+02    0.469030224691373288E-02   -0.180667911785730628E+01   -0.500377628057084856E+00   -0.153939172373258800E+06
    0.551195708255745487E+02    0.564544914574040789E-02   -0.181425339923465945E+01   -0.500368352872643030E+00   -0.153938922879081045E+06
    0.535021622699299542E+02    0.655454520487606072E-02   -0.180434563759019806E+01   -0.500245159430894759E+00   -0.153938675540193362E+06
    0.554501042499562402E+02    0.921231182482079754E-02   -0.181911802406193890E+01   -0.500157993772237575E+00   -0.153938650973267533E+06
    0.548049022517616322E+02    0.851642394558455029E-02   -0.181636697901839850E+01   -0.500273900937628913E+00   -0.153938569988076895E+06
    0.543420958631517976E+02    0.989967427727429230E-03   -0.181851355956761762E+01   -0.500377584778395779E+00   -0.153938445857157058E+06
    0.534404069826892751E+02    0.935217431175971135E-02   -0.180647258778153952E+01   -0.500126701404601359E+00   -0.153938444673680206E+06
    0.543811654442452053E+02    0.474428046822622084E-02   -0.181290702447003405E+01   -0.500475576600100336E+00   -0.153938291561400954E+06
    0.535297068730739483E+02    0.116426542313436653E-01   -0.180803042012721260E+01   -0.500012570676020562E+00   -0.153938219849671208E+06
    0.529762230295255563E+02    0.721073241191155529E-02   -0.180326105725855523E+01   -0.500080553886590895E+00   -0.153938187707078614E+06
    0.556318491238087702E+02    0.561667591879443356E-02   -0.181244852709083903E+01   -0.500083093716901850E+00   -0.153938170656260365E+06
    0.546908228284037889E+02    0.357213280478197283E-02   -0.181819353120078109E+01   -0.500543764192858731E+00   -0.153938154764481733E+06
    0.549500313002008909E+02    0.619643682887516169E-02   -0.182278663663361495E+01   -0.500253173096756765E+00   -0.153938133534435416E+06
