luminosity_distance KNphi inclination_EM log10_mej_dyn log10_mej_wind KNtimeshift Ebv log_likelihood log_prior
4.080469094533113e-06 55.524652060753674 1.2910760443044702 -1.1007593080299563 -1.5014374948234037 0.0 0.0 0.0 -11.041742633105034
4.560773636348097e-06 68.30313203665216 1.499466463057093 -1.8493269600172946 -1.884533248741935 0.0 0.0 0.0 -11.00464597613529
1.217393417871523e-05 70.07894753811725 1.4216347753901346 -1.8472058839801428 -2.5807139967215265 0.0 0.0 0.0 -11.013265923956169
1.0886349384918233e-05 42.85943616901241 1.5461415168829453 -2.576102257271564 -1.5367227274968462 0.0 0.0 0.0 -11.00240380182624
9.078139748805068e-06 45.75688904473395 1.4508702470037662 -2.3549799147212305 -1.7121118701851419 0.0 0.0 0.0 -11.009308277372877
9.099842242423539e-06 50.4935695731814 1.551580574250855 -2.356407010836614 -1.604386422733523 0.0 0.0 0.0 -11.002284475140105
1.0346771447470451e-05 50.51237556033086 1.4914375100963664 -2.3309540990464703 -1.6868162400834525 0.0 0.0 0.0 -11.005252062872877
1.9497952163696677e-05 51.567000760028876 1.5579094244427374 -2.522253879762359 -1.754343676316229 0.0 0.0 0.0 -11.002182879628787
1.6759088320260966e-05 58.831449179845315 1.5352201289130254 -2.7195214921721766 -1.777303887666518 0.0 0.0 0.0 -11.00273280766968
1.2309799091452019e-05 39.528956340435286 1.4616545508746743 -2.8198761930458693 -1.7911445642496469 0.0 0.0 0.0 -11.008067667027692
1.3377494087362469e-05 58.80241622524706 1.465406800522051 -1.6610793874204353 -0.8386853141607182 0.0 0.0 0.0 -11.007663628245911
1.2092097359210556e-06 58.07108168551853 1.3844647378561192 -1.1309091460916838 -1.063002992095085 0.0 0.0 0.0 -11.01956096510148
1.788560933438263e-05 56.000730283856555 1.4797699815842433 -1.3081444654507048 -0.9712960995565596 0.0 0.0 0.0 -11.006248472839196
2.719824874566164e-06 62.516186385263566 1.4573546460198676 -1.052986320957096 -0.7655997923676754 0.0 0.0 0.0 -11.008548197181966
1.001737592555471e-05 52.97681405741007 1.5570627049181904 -1.2505971691936448 -0.9426968116315204 0.0 0.0 0.0 -11.002194150353866
9.821281304828987e-06 58.54472848459593 1.360342025157427 -1.287770499436018 -1.146074349931599 0.0 0.0 0.0 -11.024410779355328
5.939219089894559e-06 61.50808047937688 1.346330919234821 -1.0169442877861747 -1.025349783813676 0.0 0.0 0.0 -11.027506639050564
1.1179148339970203e-05 63.31368548686468 1.5610127683060058 -1.2664959196274799 -1.0706287514171473 0.0 0.0 0.0 -11.002147700976103
1.2368211251704822e-05 61.61339337596965 1.4747473970932232 -1.1300826628803706 -1.4464006089923236 0.0 0.0 0.0 -11.006719649478537
1.6947599970196655e-05 66.68165258711058 1.43764850513395 -1.060062621795243 -0.9381879640511412 0.0 0.0 0.0 -11.010990328078364
1.8311340630860234e-05 67.83681396612194 1.3986342786041808 -1.1429077485783992 -0.8033980878377842 0.0 0.0 0.0 -11.016993520192585
2.0439029060144304e-05 70.62065442914448 1.4809515134576987 -1.2916765803789192 -1.2103040372494323 0.0 0.0 0.0 -11.00614132804996
1.6883827230932875e-06 62.2990420971061 1.393047336582176 -1.0449674896252423 -1.4188974420888414 0.0 0.0 0.0 -11.017981086056135
1.48668717485303e-05 33.371527981804434 0.971146693504961 -1.5536250857525893 -0.5031160141773117 0.0 0.0 0.0 -11.193825401952672
1.4509349914328867e-05 37.29850614453799 1.101259785990683 -1.852569517416586 -0.9718557576480751 0.0 0.0 0.0 -11.116637800228656
2.982032998588373e-05 38.25184485085361 0.9360405394959633 -1.335065966518995 -0.7209639677254414 0.0 0.0 0.0 -11.218743892667522
2.088983032438042e-05 45.99422599115405 1.098007682287138 -1.332816093041536 -1.0592386610036957 0.0 0.0 0.0 -11.118294519103681
2.041215530027758e-05 42.80869243852938 1.3815496887355605 -1.881336981276533 -0.7612004203769214 0.0 0.0 0.0 -11.020114906893202
1.0682319235043182e-05 28.2231258399076 1.1843837634488448 -1.449216632094186 -0.5648605106595519 0.0 0.0 0.0 -11.078692582457577
1.8279644477770632e-05 27.80083102070666 1.2502932075057058 -1.316692559722078 -0.5530775401804311 0.0 0.0 0.0 -11.05436515158818
1.678983474302701e-05 28.703986832323352 1.2380545290101697 -1.2629377101716737 -0.5446744595348911 0.0 0.0 0.0 -11.058511127808725
1.2126642348956485e-05 25.537677391597217 1.395750046281874 -1.7007409899062196 -0.8228152569742697 0.0 0.0 0.0 -11.017499326934534
1.235221446826372e-06 42.26853818612697 1.3729571008945685 -1.2969117580503289 -0.8182976039624341 0.0 0.0 0.0 -11.021799033353599
2.0077421931734988e-05 41.341172429643194 1.50051186697808 -1.3397795866013396 -0.6402357290901186 0.0 0.0 0.0 -11.00457183008831
1.9748058758558655e-05 34.25142813388378 1.3456219700666046 -2.2079345815385603 -1.0086067964196803 0.0 0.0 0.0 -11.027668765683043
1.58728262268892e-05 43.1122732492568 1.4199253892134176 -2.0717323896653186 -1.2190207048476744 0.0 0.0 0.0 -11.013524300875542
1.3987021437338028e-05 42.04344971370239 1.41137106829063 -1.9810616169966877 -1.1590695282240029 0.0 0.0 0.0 -11.014862248268447
1.4264313509982988e-05 37.49683642656444 1.3410214276979335 -2.170265048192217 -1.1008748718717702 0.0 0.0 0.0 -11.028733706316217
1.9965416355630124e-05 44.13318478722314 1.4236813423064678 -1.858461820500441 -1.3319810646779668 0.0 0.0 0.0 -11.012960511608597
2.032300395620127e-05 40.95582252057892 1.4845915159684002 -1.779930127870742 -1.5240994766048042 0.0 0.0 0.0 -11.005820087029711
1.5461553181445512e-05 49.01519362210614 1.3011583494167402 -1.9481268817576827 -1.1386281386191548 0.0 0.0 0.0 -11.038901391031576
1.7823673753971483e-05 37.43276893590976 1.54776012320934 -2.0476720057270255 -1.1335867828242883 0.0 0.0 0.0 -11.002365198012637
1.6622187487837427e-05 44.507842680045016 1.5213883717076646 -2.1452918682833193 -1.5347099806605864 0.0 0.0 0.0 -11.003320911140193
1.1408681654550112e-05 49.017286650342704 1.4616556436905024 -2.008967974958809 -1.402507857502657 0.0 0.0 0.0 -11.008067547280582
1.488174290640701e-05 45.55847486953017 1.4057754279685613 -1.9484138416275003 -1.5189438522575809 0.0 0.0 0.0 -11.015778040257246
1.578824701558284e-05 53.071681273900474 1.4236528783561586 -1.941050355727708 -1.3285435084961055 0.0 0.0 0.0 -11.012964729969617
1.8444708108216426e-05 43.539459478060834 1.4440523264765 -1.9136364709517049 -0.9439848623689056 0.0 0.0 0.0 -11.010153459036509
2.2023265193878e-05 49.87055915463037 1.5467281245113067 -1.9316711707608867 -1.1337656066195465 0.0 0.0 0.0 -11.002389508352756
1.6911639530126896e-05 43.75856356236642 1.2844488778307561 -2.101421642308255 -1.3143665990430256 0.0 0.0 0.0 -11.04367009865981
1.1096800919573888e-05 55.866126073903395 1.4895135019028993 -2.0968599357746416 -1.0937537504460397 0.0 0.0 0.0 -11.005406934028532
1.3080663315055101e-05 47.4204089736793 1.5648495638496145 -2.176702349574052 -0.8420826122995817 0.0 0.0 0.0 -11.00211752330322
1.5575034418102194e-05 48.807803475991676 1.463379110176684 -2.086957210904635 -1.069189544571096 0.0 0.0 0.0 -11.007880199343266
1.5475204906419875e-05 50.85163435950028 1.4188394570324538 -2.166807125165111 -0.8649675307646003 0.0 0.0 0.0 -11.013689994300847
1.5982888334860557e-05 48.53335607063554 1.4180065787021499 -2.3288358114839722 -1.0050984299807673 0.0 0.0 0.0 -11.013817894114307
1.900444013040028e-05 37.55898234434453 1.443526770968424 -2.3031515881479647 -1.1605472852942005 0.0 0.0 0.0 -11.010220569384607
1.868064665266593e-05 38.498834722491296 1.5637669368581615 -2.4330511675819206 -1.3559954854127585 0.0 0.0 0.0 -11.002124547569146
1.2889245011155038e-05 36.95503541767178 1.5498526106942052 -2.606942286755445 -1.4127787972621368 0.0 0.0 0.0 -11.002319176861864
1.812926826599853e-05 46.16785946321724 1.518981570496105 -2.2051415053176657 -1.4650599866971183 0.0 0.0 0.0 -11.003442826785147
1.4976709580501846e-05 34.35258525644831 1.5051065174877416 -2.349665520459601 -1.1175862053638737 0.0 0.0 0.0 -11.00425897022626
9.775950485385223e-06 44.7383164581739 1.5131264967865936 -2.2201667311819677 -1.2584385117925843 0.0 0.0 0.0 -11.003763668419762
9.551639340976925e-06 35.05293202387365 1.4433795563191865 -2.4606967855530413 -1.5870012799495812 0.0 0.0 0.0 -11.010239418159735
1.0172904184140807e-05 43.45765093840471 1.4347864126973244 -2.4017668989910392 -1.4221909422973071 0.0 0.0 0.0 -11.011377847853506
1.0646391197910028e-05 49.559058213983654 1.4114987136143191 -2.485075790696519 -1.1803253929347983 0.0 0.0 0.0 -11.014841732558821
1.5631632412336152e-05 39.14053664217319 1.3013114405467547 -2.3764434626968205 -1.1499577165973724 0.0 0.0 0.0 -11.038859094090519
1.2339392814179149e-05 44.70709431657622 1.3633165999195098 -2.3732530845308877 -1.2934143572579078 0.0 0.0 0.0 -11.023779982312412
3.414243048483972e-06 43.56466395560325 1.5235075229786006 -1.9532364526949566 -1.3199623477599167 0.0 0.0 0.0 -11.003218373663511
1.9931389092977825e-06 45.954798828984536 1.5019468625280123 -1.9858300260132309 -1.5099069895722403 0.0 0.0 0.0 -11.004471840436029
3.7695222762196954e-06 44.008597673956544 1.5595653792425208 -1.8856909685564442 -1.1928302750165272 0.0 0.0 0.0 -11.002162909621564
3.949605321416764e-06 44.1294655118663 1.4819024731814485 -1.952803280048424 -1.158397585471474 0.0 0.0 0.0 -11.006056114422332
6.005359499987551e-06 44.519996644954134 1.3927045771333042 -1.9244150732600411 -1.3176459655768566 0.0 0.0 0.0 -11.018042721693597
3.2947255188606016e-06 37.24906846028162 1.5514714231748232 -2.0355420066465326 -1.2582777395388804 0.0 0.0 0.0 -11.00228657877755
6.782756180654238e-06 43.58942963745367 1.3642620542391595 -2.1828834066658387 -1.3922323755111723 0.0 0.0 0.0 -11.023581422274567
4.2451962020486343e-07 48.14254789536003 1.2010100008209281 -1.8260644256592276 -1.5992648581969906 0.0 0.0 0.0 -11.072088287954074
1.4734142799934845e-06 44.02141207896935 1.4353908340371397 -2.07908815081165 -1.1434290566215255 0.0 0.0 0.0 -11.011295315944025
5.116613135564816e-07 48.18561057172961 1.3928073868918691 -2.0942735118439857 -1.294783030653311 0.0 0.0 0.0 -11.018024221519298
9.086259391653308e-06 59.98638650826369 1.5633135717071855 -1.8321114273035786 -0.9188526734537046 0.0 0.0 0.0 -11.002127837277346
5.509840819083409e-06 35.54722134162449 1.5381272056976747 -2.192311902717151 -1.0220628902535216 0.0 0.0 0.0 -11.00263357189026
1.0959150423846406e-05 35.6759925553213 1.4312108966851191 -2.2180979752524608 -1.1197362466185672 0.0 0.0 0.0 -11.011873688525242
1.165754378466499e-05 34.06649222109685 1.3978852892643785 -2.2187909292197228 -0.995577164485022 0.0 0.0 0.0 -11.017124046009425
8.571945291442268e-06 35.954863101047586 1.4549907224527119 -1.845591665509729 -1.1363007647229388 0.0 0.0 0.0 -11.00882035179345
9.610051976602756e-06 35.33569405866051 1.5386096903791822 -2.1043352342633743 -1.0692071841130177 0.0 0.0 0.0 -11.002617920448635
9.285966135080724e-06 31.17312195524046 1.5359290878910505 -1.8720358559616548 -1.2499579738473814 0.0 0.0 0.0 -11.002707826584043
6.793720108075768e-06 39.08683226652738 1.2550685721390684 -2.001356404749271 -1.299225582448594 0.0 0.0 0.0 -11.052792624596783
4.694543426385506e-06 43.86830721178498 1.5434950908923983 -2.0790515797519635 -0.5938729703354402 0.0 0.0 0.0 -11.002472566250823
9.97903159986657e-06 48.80487479832426 1.372032283874639 -1.8314312025898483 -0.5726086791853957 0.0 0.0 0.0 -11.021984868400857
9.816399983269539e-06 41.19029283712492 1.3144487953262165 -2.032595471452864 -0.7789358719567687 0.0 0.0 0.0 -11.03532316575114
2.3637329247460496e-06 43.18076176322147 1.361392360115006 -2.0176222673539397 -0.9039656379160124 0.0 0.0 0.0 -11.024186986186699
5.866287690198877e-06 51.31433553062165 1.3759613355694198 -1.8896319204295693 -0.8288301974043244 0.0 0.0 0.0 -11.021201492282245
9.47945402267223e-06 49.37229895877167 1.3573419357122647 -1.85309066010957 -0.850897011670015 0.0 0.0 0.0 -11.025056358399791
3.4633799752765495e-06 47.49430713578287 1.273266036076174 -1.9504717498820763 -0.8138775656634007 0.0 0.0 0.0 -11.047030866383576
3.950946305462482e-06 41.71619006711623 1.507227114383577 -2.1582963964348356 -0.9779943128843644 0.0 0.0 0.0 -11.004121725892691
9.852645405554059e-07 40.737405748815846 1.4955288054853637 -2.178617700087551 -1.0190715071704353 0.0 0.0 0.0 -11.004935119674418
4.836349730598654e-06 44.469834705162874 1.4790289360786482 -2.074800509357193 -0.7407871639721013 0.0 0.0 0.0 -11.006316391302366
4.780976037763633e-06 42.09018794477409 1.3294394700369674 -2.0636460447701985 -0.6537661442342078 0.0 0.0 0.0 -11.031513664993746
8.841959042073376e-06 41.32798788911266 1.3717688124958656 -2.15734105412906 -1.1166559378040954 0.0 0.0 0.0 -11.02203797387591
9.355979363609913e-06 42.927769591208545 1.3691422693867903 -2.0836911957763546 -1.0177346177386983 0.0 0.0 0.0 -11.022571332775648
9.213565327652654e-06 40.85876557674632 1.5584656252154223 -2.015230137489955 -1.0144677861356117 0.0 0.0 0.0 -11.00217586623154
1.1424101537699799e-05 45.682734965272275 1.4422048513638812 -2.070888602423197 -0.9683344322539065 0.0 0.0 0.0 -11.010390611931054
1.6783939861835523e-06 41.32215956647072 1.4027292761535772 -2.0983702910774036 -0.6754787422559452 0.0 0.0 0.0 -11.016290102003484
4.1634756571052355e-06 38.78195709166657 1.3267592799268473 -2.6214651087385326 -1.5008376990720766 0.0 0.0 0.0 -11.032177219002037
1.8675469936776406e-06 38.43027055166401 1.3924052448327078 -2.5719098114562486 -1.4319288844878404 0.0 0.0 0.0 -11.018096647393474
1.9170115442644238e-06 43.57869732908722 1.272440211941212 -2.4656394528070913 -1.1066559424874098 0.0 0.0 0.0 -11.047284463835368
6.297466619810078e-06 41.443940789110314 1.3932541458249021 -2.5207814788372103 -1.2366774093113049 0.0 0.0 0.0 -11.017943955898826
6.542638050101243e-06 42.98896675273621 1.4648546503098332 -2.7397011197411647 -1.2121196741571658 0.0 0.0 0.0 -11.007722189644323
4.906733907892775e-06 44.52817241801229 1.5196861474359384 -2.775729568318358 -1.3039435188278157 0.0 0.0 0.0 -11.003406535472088
5.034438313811205e-06 47.82300553350227 1.5538586713106592 -2.6589289638193376 -1.3188883657566883 0.0 0.0 0.0 -11.002243290149956
6.445761239680978e-06 44.04253591021484 1.365571110403174 -2.6732986425379126 -1.3319975250785174 0.0 0.0 0.0 -11.023308040565116
8.405279496974852e-06 44.11576697448643 1.5152959852263015 -2.5914495698818785 -1.0854828548439515 0.0 0.0 0.0 -11.00364077649257
5.3566964529916885e-06 39.445654700645086 1.5484800413263644 -2.3292318436615256 -1.0604264705595758 0.0 0.0 0.0 -11.002348870173915
2.870055189708276e-06 39.32630164243094 1.3658727057507398 -2.4840933930997937 -0.9851020545458513 0.0 0.0 0.0 -11.023245309198522
1.479147514229529e-07 41.67154712161927 1.341734756452024 -2.4034909250763152 -1.1457573633292406 0.0 0.0 0.0 -11.028567122797195
4.778776683886166e-06 44.16828263257263 1.4999790237782935 -2.645449297981468 -1.0764233139125208 0.0 0.0 0.0 -11.004609485142439
7.062867705015594e-06 49.0812164453478 1.4408212071645388 -2.565268004715557 -1.2509171524466864 0.0 0.0 0.0 -11.010570497375326
7.624804401930773e-06 48.22976779334769 1.4400322305770867 -2.834503583133283 -0.9693556691231833 0.0 0.0 0.0 -11.010673942674448
1.2386396260971184e-05 44.38383743185183 1.4468457872344007 -2.357733901343429 -0.6465957843004668 0.0 0.0 0.0 -11.009801460666054
6.738289899656095e-06 42.20352461468385 1.3550325719290237 -2.402726796009834 -0.5781226207225063 0.0 0.0 0.0 -11.02555972067831
4.887208215748869e-06 46.64365795103635 1.4428038424662408 -2.521901420725655 -0.5924622701985185 0.0 0.0 0.0 -11.010313341782918
1.0647647000223818e-05 38.34992008240579 1.4502231774842866 -2.266957944531149 -0.6835039914608751 0.0 0.0 0.0 -11.009386464460707
3.1712075505024878e-06 39.43312601795523 1.4812273005751084 -2.3240334614552225 -0.9022822467855445 0.0 0.0 0.0 -11.00611652145897
3.866415909427218e-06 38.30515020240982 1.3760465568266311 -2.2470637801500093 -0.8081783920832404 0.0 0.0 0.0 -11.021184678631311
1.1755319251985032e-05 38.62669710612147 1.5134979007221572 -2.4097358266086424 -0.7363670233531696 0.0 0.0 0.0 -11.003742295040698
4.1571583831391905e-06 41.13839744097426 1.4509498054064816 -2.545580331290076 -0.8414727428497599 0.0 0.0 0.0 -11.009298693450543
1.1616494910801374e-05 49.495034763452146 1.4105363626514673 -2.55516803334997 -0.564006828360542 0.0 0.0 0.0 -11.014996817831193
9.13435916093634e-06 55.98669120995647 1.4368212896314025 -2.602814808330347 -0.6963619866700563 0.0 0.0 0.0 -11.0111014738541
7.370711100886947e-06 52.07175833581334 1.2776921249052733 -2.7922195666969194 -0.963469570952936 0.0 0.0 0.0 -11.045684391139872
2.640251406996749e-06 44.54448424134239 1.4629151896439927 -2.5826115901690576 -0.6007950707234038 0.0 0.0 0.0 -11.00793033381596
4.441884446733361e-06 38.96552991918797 1.5393665943254777 -2.4041355257804606 -0.5820315374969911 0.0 0.0 0.0 -11.00259383658424
7.351259617811779e-06 50.909782728323535 1.4068563451962535 -2.638719062258738 -0.7619593631446255 0.0 0.0 0.0 -11.015598629658701
4.474501898155552e-06 48.785996895488445 1.3840382528477555 -2.759191950356018 -1.202863161232235 0.0 0.0 0.0 -11.019641459558244
8.493659420899764e-06 54.9885572988947 1.4998449440654897 -2.6353090879944348 -0.702837642670846 0.0 0.0 0.0 -11.004619005245
1.3604943759264867e-06 16.8961837330768 0.5376564571046338 -1.8597707795468712 -2.7115294262712824 0.0 0.0 0.0 -11.671287351778759
8.996050785692898e-06 18.427677202482133 0.6193468716743163 -2.049448596794597 -2.8144956533341547 0.0 0.0 0.0 -11.545959342195683
1.1716747761895907e-05 15.938231131957426 0.7055093071254549 -2.1832568322370127 -2.6748596663644753 0.0 0.0 0.0 -11.435313956944338
1.8515639493098502e-05 26.54862568194662 0.8397799727522602 -2.2557578822387008 -1.9796783196105419 0.0 0.0 0.0 -11.297147315840427
1.9856744584569332e-05 20.384404392090524 0.9650291704266313 -2.093783797570899 -2.1837791934334043 0.0 0.0 0.0 -11.198035012743762
8.195163292155041e-06 25.090196716760214 0.8438181140038025 -2.07782240329041 -1.6363348518643552 0.0 0.0 0.0 -11.293540789056493
1.4155506029504873e-05 25.325415525225743 0.7570716915521073 -2.0045863807333113 -1.9083207859390643 0.0 0.0 0.0 -11.377817886659233
3.0349439670082195e-06 29.590623395725814 0.7542585889688982 -2.1913176828156526 -1.796769889079058 0.0 0.0 0.0 -11.38080345618144
1.9241920634298685e-05 25.144725161117123 0.8270420654731773 -1.969056643029276 -1.6836020944871684 0.0 0.0 0.0 -11.308717522732707
7.370452591651015e-06 26.79782255637598 0.7677737162221554 -2.3370043047541813 -1.5124462811350312 0.0 0.0 0.0 -11.366612214960693
1.917112746477284e-05 19.09369821441779 1.1628133615497986 -2.0273173056836993 -2.2465987895590667 0.0 0.0 0.0 -11.087741648642911
2.020285290629316e-05 20.74514874427694 1.1663955758380058 -1.9999247075780597 -2.164116580544457 0.0 0.0 0.0 -11.086200896391166
1.3636938690483444e-05 21.31027187900751 1.2872642932914395 -2.0333917125588084 -2.000592358511628 0.0 0.0 0.0 -11.042845434238618
2.043140454336991e-05 25.978223826002207 1.2601282519696047 -1.8729972541726836 -2.2658433487904794 0.0 0.0 0.0 -11.051154007069016
1.0200989732595013e-05 27.92619554404289 1.2210978603789833 -1.7939747087571074 -2.0791665481865578 0.0 0.0 0.0 -11.064532777606694
1.9350558989899358e-05 26.710838950344204 1.2116680910322413 -1.7164273221142767 -2.129031639293263 0.0 0.0 0.0 -11.06802218008086
7.979637310956881e-06 29.22760457674074 1.234043243083775 -1.7641188002087407 -2.0833783768595335 0.0 0.0 0.0 -11.059906407472802
1.174370000850591e-05 25.98521778717382 1.2878509412886237 -1.8233951792597802 -2.275472879548607 0.0 0.0 0.0 -11.042674682052038
8.288671258867387e-06 26.18980532249104 1.2779918848168834 -1.8972651382598327 -1.9026238954011898 0.0 0.0 0.0 -11.045593973645783
1.2465937534209267e-05 23.15372463133796 1.3043054202118198 -1.9199707397669539 -1.8288239624470513 0.0 0.0 0.0 -11.038036967219266
1.5556804182157584e-05 23.3537697529298 1.301366662787701 -2.015581294740665 -1.9437249242544943 0.0 0.0 0.0 -11.038843843147284
9.65629851120697e-06 20.39442810004181 1.2958812188422921 -1.7318108441918763 -2.0416397632794805 0.0 0.0 0.0 -11.04037482551091
1.869853872462653e-05 32.38302843409814 1.2804148797277826 -1.9525762575742192 -2.089302900302469 0.0 0.0 0.0 -11.04486671518892
1.6190669424438675e-05 28.77241320692647 1.3705334699473983 -2.019492345389495 -2.2014087524166044 0.0 0.0 0.0 -11.02228793394525
1.0689207526497884e-05 27.626903761225947 1.3643795900021687 -1.6266161761107993 -2.1930689571393875 0.0 0.0 0.0 -11.023556803165103
2.062104013622062e-05 28.535219276572327 1.3204043737762576 -1.6919476136828888 -1.9679573998296878 0.0 0.0 0.0 -11.033781056315767
1.5950728766819974e-05 29.061433211292247 1.3674186760550886 -1.8445262154548878 -2.277381028671181 0.0 0.0 0.0 -11.022925239339624
1.7953665475667738e-05 32.49983602456071 1.3378958209429488 -1.6892774579862022 -2.368978205254593 0.0 0.0 0.0 -11.029469958762885
1.949177775714435e-05 28.330236711999063 1.3296493408087775 -1.7797012848505727 -2.094614718417847 0.0 0.0 0.0 -11.031462027548457
1.1539247915150832e-05 23.824189715350023 1.2585709167365393 -2.0695472045346253 -1.8181148391246604 0.0 0.0 0.0 -11.051655349893284
1.663438490531181e-05 20.155650312309728 1.3391031763168382 -1.749846936773544 -1.7522567965286826 0.0 0.0 0.0 -11.029184337783228
1.5511365251943322e-05 23.76854374248522 1.3046154018308493 -1.9093850567036426 -1.7842893316307002 0.0 0.0 0.0 -11.037952398845569
1.0786467396538097e-05 39.85670156349712 1.2861090218611708 -1.8073895866815533 -2.0676989809782356 0.0 0.0 0.0 -11.04318278405309
1.643307446542752e-05 41.28570985213487 1.347539400475038 -1.6585687598160528 -2.1261302555082917 0.0 0.0 0.0 -11.02723149539953
1.072547055339778e-05 22.1685213920336 1.1833090981978969 -1.779318486848931 -1.705500783752968 0.0 0.0 0.0 -11.079130502041483
1.254486511335636e-05 30.369248215973506 1.4272373142766193 -2.0112231913055543 -1.9926331556650885 0.0 0.0 0.0 -11.01244002688269
