KNphi inclination_EM log10_mej_dyn log10_mej_wind luminosity_distance KNtimeshift Ebv log_likelihood log_prior
26.439587551972473 0.030008025669936964 -1.7285034509975894 -0.5094132381731704 40.0 0.0 0.0 -55323.17884134058 -9.903370150755123
31.866851517504927 0.02346770320392058 -1.7491753410394404 -0.5039900463405886 40.0 0.0 0.0 -55322.34833631011 -10.149151580590317
27.467115236801767 0.015904875460053463 -1.80638013225869 -0.5066170391071934 40.0 0.0 0.0 -55321.32611809933 -10.538101400465944
31.376230244431554 0.015277163949882724 -1.7595256966875956 -0.5053545369449921 40.0 0.0 0.0 -55320.91180254292 -10.57836467198657
26.025761511356826 0.02165922581568956 -1.8103519259037195 -0.5058346943952841 40.0 0.0 0.0 -55320.71904981555 -10.229331624078664
29.440278004633186 0.02650822325588863 -1.7379224919445544 -0.5052375570907306 40.0 0.0 0.0 -55320.69081532326 -10.027347054859781
26.83055766285716 0.01626139494388181 -1.7950510482739503 -0.5073799841469819 40.0 0.0 0.0 -55320.2417327732 -10.515935116401128
26.703153591604632 0.03986451575619074 -1.737328765284821 -0.5040579377770849 40.0 0.0 0.0 -55319.930096860415 -9.619463212710606
27.582576710442666 0.002895092835171157 -1.6851167263042441 -0.5026092368091453 40.0 0.0 0.0 -55319.86491849315 -12.241669153198316
30.71599133320993 0.012957053914994663 -1.769742143646248 -0.5050158519962977 40.0 0.0 0.0 -55319.667595374995 -10.74307257152039
30.805701099431616 0.018278134493596682 -1.7499642378021782 -0.5051077649067852 40.0 0.0 0.0 -55319.50121012231 -10.399035107472724
27.62480063279189 0.014041000552269587 -1.8164642680086056 -0.5044915054051793 40.0 0.0 0.0 -55319.455710136455 -10.662736132231828
29.4354962905005 0.03116702958756489 -1.7713993182996044 -0.5018716232745652 40.0 0.0 0.0 -55319.42942737803 -9.865486044650105
28.26225769738825 0.002756635292814797 -1.8089569894306725 -0.50711652009704 40.0 0.0 0.0 -55319.42142811288 -12.290675361485139
27.113748786780462 0.011007715321460918 -1.6941944914032971 -0.5037001014261371 40.0 0.0 0.0 -55319.35881701975 -10.906108709448514
27.57454415961532 0.032800250356003 -1.7437941610718162 -0.5044812426188194 40.0 0.0 0.0 -55319.15238792722 -9.814428101867058
26.751203530499954 0.01806710833247284 -1.6978182512585223 -0.5032896252201411 40.0 0.0 0.0 -55319.15229526798 -10.410646272265307
26.395022366400326 0.02207724367140152 -1.6975770108765813 -0.5025721937633625 40.0 0.0 0.0 -55318.85212416682 -10.210218789739049
28.07681729270402 0.026760842252490924 -1.7348157760565812 -0.5052983359979075 40.0 0.0 0.0 -55318.753243303785 -10.017864585087594
27.59269259875689 0.022851165383908217 -1.761156871487299 -0.5054003056974645 40.0 0.0 0.0 -55318.74117267565 -10.175769847482755
31.14146842572068 0.007834393345225924 -1.7595184567804867 -0.5058123257401856 40.0 0.0 0.0 -55318.68451456845 -11.24617171984493
25.97067581422679 0.03634982491477358 -1.7591974529772905 -0.5034208723047637 40.0 0.0 0.0 -55318.68425543202 -9.711715774875579
25.934770138089082 0.013439038916361857 -1.7952445620230308 -0.5069083649815278 40.0 0.0 0.0 -55318.616794734124 -10.706551212335171
27.06573096879667 0.023325314176566782 -1.7326921852853663 -0.5068225435907858 40.0 0.0 0.0 -55318.58054734901 -10.155236398059852
24.5481869078218 0.03766185286322321 -1.7726589012264835 -0.5039622803354065 40.0 0.0 0.0 -55318.4268842068 -9.676273626117684
